,index,substitutes,sub_demand_tot,supply,byprod,byprod_avail,conversion,treatment,substituteCCs,bypCCs,treatmentCCs,totalCCs,supply_remaining,demand_remaining,demand_met
52,14,04c0b1b7d1ad8bffaec0824dad10684f,3107193.0364465243,4277.64564678248,04a35152bc7d9eb1dc15b149eef855ed,5347.0570584781,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8883895292566241,0.37258946816143956,0.2809602294802145,1.073166134978209,0.0,3107193.0364465243,0.0
53,16,62e1ce20b2e357a7589fa83c3bf803a7,6494607.6824053675,4277.64564678248,04a35152bc7d9eb1dc15b149eef855ed,5347.0570584781,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8814384153188102,0.37258946816143956,0.2809602294802145,1.0662150210403951,0.0,6494607.6824053675,0.0
54,75,d4d40c24ff4c9e01f4c743adf8fc99e7,7775441.551097355,4870891.336635419,e44aae508507b04b30a3c703ed3232e8,16236304.4554514,0.3,,0.9752732577548475,0.011348594102989178,0.0,1.0131019047648115,0.0,2904550.2144619357,4870891.336635419
55,139,bde7404438fdfc7938698920aa9fc156,46856044.64041156,14373.0679948304,06564f5d5c4d179c3e3aa6fc74e436cd,14373.0679948304,1.0,,7.815233776045814e-06,1.0092135004525564,0.0,1.0092213156863326,0.0,38977066.800449595,14373.0679948304
56,137,bde7404438fdfc7938698920aa9fc156,46856044.64041156,1011627.07926057,90d3a1f8dcf3f235671beff6914fc0e5,1011627.07926057,1.0,,7.815233776045814e-06,1.006735039427457,0.0,1.0067428546612331,0.0,38977066.800449595,1011627.07926057
57,22,1be0e812732381b0e2644f9fe56c9253,6152710.863857036,1501.970971884196,d3e4be4bdcc407943263ebe7717028d6,3754.92742971049,0.4,bdf31e4a628048eac31515cc0baae678,1.3367518556327243,0.37247867357492714,1.2863548273843604,0.9815937121856817,0.0,6151208.892885152,1501.970971884196
58,20,6ca69ad08a4b9d24b23277c4f2b81bd9,9331.50563106016,1144.453884032796,7e200ede2a8a396de063ac33d8e56518,2861.13471008199,0.4,534e37b9234c66761f3877a318325060,0.816147652744185,0.37258946816143956,0.7692880174254009,0.9783333057223829,0.0,5871.160469836039,1144.453884032796
59,29,92e387e281a6aab351faf6cedbfce012,33557.78880869144,29795.854364725463,d32e1ee9ffc93e2d73d8a892660ecfc8,54174.2806631372,0.55,,0.9389886928809176,0.009686624553920418,0.0,0.9566007375244092,0.0,0.0,0.0
60,32,d526bb3cd54b6a4100208f40cc5ee59c,3598103.676490877,29795.854364725463,d32e1ee9ffc93e2d73d8a892660ecfc8,54174.2806631372,0.55,,0.9160375677191319,0.009686624553920418,0.0,0.9336496123626236,0.0,3503862.137947718,29795.854364725463
61,13,4207a3fd0d07ed0f243913f1eb0b17c7,37251.756145211104,4277.64564678248,04a35152bc7d9eb1dc15b149eef855ed,5347.0570584781,0.8,786a4cc05c6ddb989a823e63f0a44809,0.7473349402852847,0.37258946816143956,0.2809602294802145,0.9321115460068696,0.0,37251.756145211104,0.0
62,31,04c0b1b7d1ad8bffaec0824dad10684f,3107193.0364465243,29795.854364725463,d32e1ee9ffc93e2d73d8a892660ecfc8,54174.2806631372,0.55,,0.8883895292566241,0.009686624553920418,0.0,0.9060015739001157,0.0,3107193.0364465243,0.0
63,33,62e1ce20b2e357a7589fa83c3bf803a7,6494607.6824053675,29795.854364725463,d32e1ee9ffc93e2d73d8a892660ecfc8,54174.2806631372,0.55,,0.8814384153188102,0.009686624553920418,0.0,0.8990504599623018,0.0,6494607.6824053675,0.0
64,65,d9f7cee5f68f1ddd0e98640bd968ab13,1882.113601367461,15430835.8583848,7ea8ab69d2e450bb394eef86fa250feb,30861671.7167696,0.5,63d36f02a1fc92c030e4f23485808516,0.12236807734516504,0.3694847135830933,0.04635086573309855,0.8149866387782532,15428953.744783431,0.0,1882.113601367461
65,30,4207a3fd0d07ed0f243913f1eb0b17c7,37251.756145211104,29795.854364725463,d32e1ee9ffc93e2d73d8a892660ecfc8,54174.2806631372,0.55,,0.7473349402852847,0.009686624553920418,0.0,0.7649469849287763,0.0,37251.756145211104,0.0
66,35,92e387e281a6aab351faf6cedbfce012,33557.78880869144,10037.14971355312,0f7ff8f5087eb874cbb0e1f560f1242e,12546.4371419414,0.8,786a4cc05c6ddb989a823e63f0a44809,0.9389886928809176,0.011275464729034752,0.2809602294802145,0.6721227943119965,0.0,0.0,0.0
67,41,92e387e281a6aab351faf6cedbfce012,33557.78880869144,36963.70942585448,6430bf94365b135bafda7853f118d737,46204.6367823181,0.8,786a4cc05c6ddb989a823e63f0a44809,0.9389886928809176,0.01127546442638721,0.2809602294802145,0.6721227939336871,0.0,0.0,0.0
68,38,d526bb3cd54b6a4100208f40cc5ee59c,3598103.676490877,10037.14971355312,0f7ff8f5087eb874cbb0e1f560f1242e,12546.4371419414,0.8,786a4cc05c6ddb989a823e63f0a44809,0.9160375677191319,0.011275464729034752,0.2809602294802145,0.6491716691502109,0.0,3503862.137947718,10037.14971355312
69,44,d526bb3cd54b6a4100208f40cc5ee59c,3598103.676490877,36963.70942585448,6430bf94365b135bafda7853f118d737,46204.6367823181,0.8,786a4cc05c6ddb989a823e63f0a44809,0.9160375677191319,0.01127546442638721,0.2809602294802145,0.6491716687719015,0.0,3503862.137947718,36963.70942585448
70,87,f40fd66afd44f3e4fe4051e5d7310e3b,5187834.988569643,6347.55031979828,6d86583466d6fe8e69f0716c8a18f8c8,6347.55031979828,1.0,c03201092837c82f4a0fa39214ff7431,0.06359537863866237,0.6217703265299321,0.06058183795128898,0.6247838672173055,0.0,0.0,0.0
71,37,04c0b1b7d1ad8bffaec0824dad10684f,3107193.0364465243,10037.14971355312,0f7ff8f5087eb874cbb0e1f560f1242e,12546.4371419414,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8883895292566241,0.011275464729034752,0.2809602294802145,0.621523630687703,0.0,3107193.0364465243,0.0
72,43,04c0b1b7d1ad8bffaec0824dad10684f,3107193.0364465243,36963.70942585448,6430bf94365b135bafda7853f118d737,46204.6367823181,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8883895292566241,0.01127546442638721,0.2809602294802145,0.6215236303093936,0.0,3107193.0364465243,0.0
73,39,62e1ce20b2e357a7589fa83c3bf803a7,6494607.6824053675,10037.14971355312,0f7ff8f5087eb874cbb0e1f560f1242e,12546.4371419414,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8814384153188102,0.011275464729034752,0.2809602294802145,0.6145725167498891,0.0,6494607.6824053675,0.0
74,45,62e1ce20b2e357a7589fa83c3bf803a7,6494607.6824053675,36963.70942585448,6430bf94365b135bafda7853f118d737,46204.6367823181,0.8,786a4cc05c6ddb989a823e63f0a44809,0.8814384153188102,0.01127546442638721,0.2809602294802145,0.6145725163715797,0.0,6494607.6824053675,0.0
75,66,d9f7cee5f68f1ddd0e98640bd968ab13,1882.113601367461,11839779.184398733,f3e5754701559a5cb5472175972877b4,23679558.368797466,0.5,63d36f02a1fc92c030e4f23485808516,0.12236807734516504,0.26886769760510937,0.04635086573309855,0.6137526068222853,11839779.184398733,0.0,0.0
76,140,bde7404438fdfc7938698920aa9fc156,46856044.64041156,2573666.017523224,c28401d157a3147e1486dfe8f84ce0ea,2573666.017523224,1.0,,7.815233776045814e-06,0.5804056109030535,0.0,0.5804134261368296,0.0,38977066.800449595,2573666.017523224
77,94,602fbafc565ed9ac17414cd141a367ed,3886797.8954560207,9151629.869521659,8d6425d6f85ce7abe890366b6c4749aa,9151629.869521659,1.0,c03201092837c82f4a0fa39214ff7431,0.6106972361737569,0.019138340807500463,0.06058183795128898,0.5692537390299683,0.0,0.0,0.0
78,141,bde7404438fdfc7938698920aa9fc156,46856044.64041156,56841.4652622162,5bffeb5912b3ffe3275880f6a010b945,56841.4652622162,1.0,,7.815233776045814e-06,0.5674463283428343,0.0,0.5674541435766103,0.0,38977066.800449595,56841.4652622162
79,148,602fbafc565ed9ac17414cd141a367ed,3886797.8954560207,28760648.4369703,880f21ffa12b9851ed661d18deab0f8e,28760648.4369703,1.0,c03201092837c82f4a0fa39214ff7431,0.6106972361737569,0.0,0.06058183795128898,0.5501153982224679,19692363.103264436,0.0,3880450.3451362224
80,133,bde7404438fdfc7938698920aa9fc156,46856044.64041156,83796.9632366318,c30b1dd08753e7744e2ff0e8425901d0,83796.9632366318,1.0,,7.815233776045814e-06,0.496089264475038,0.0,0.496097079708814,0.0,38977066.800449595,83796.9632366318
81,143,f91efb8758ca203688a82efaada469d5,242261.28836217077,420759.7712058489,d2bf2d3121d602a6297ab385181f8e86,420759.7712058489,1.0,1be94e77e42455c14b5623d37e50ee06,0.4714725955960637,0.014191987996189655,0.001334644538686243,0.4843299390535671,178498.48284367812,0.0,242261.28836217077
82,36,4207a3fd0d07ed0f243913f1eb0b17c7,37251.756145211104,10037.14971355312,0f7ff8f5087eb874cbb0e1f560f1242e,12546.4371419414,0.8,786a4cc05c6ddb989a823e63f0a44809,0.7473349402852847,0.011275464729034752,0.2809602294802145,0.4804690417163636,0.0,37251.756145211104,0.0
83,42,4207a3fd0d07ed0f243913f1eb0b17c7,37251.756145211104,36963.70942585448,6430bf94365b135bafda7853f118d737,46204.6367823181,0.8,786a4cc05c6ddb989a823e63f0a44809,0.7473349402852847,0.01127546442638721,0.2809602294802145,0.48046904133805424,0.0,37251.756145211104,0.0
84,19,17bf2b1f7012e9876d1853ce99e26e97,204968.91084377267,4345.32385461587,c93fbace4f8a933b943a783fe33464b7,43453.2385461587,0.1,,0.4796628982404378,0.0,0.0,0.4796628982404378,0.0,200623.58698915679,4345.32385461587
85,107,69f70a726a37a26582f9ad9057c4d06e,12580077.471872045,592558.553978121,1dd34b133191c752093d24011102b0d5,592558.553978121,1.0,1a6720e85c6259e84e0f2d56e555eb44,0.24650148807300654,0.9997852664769851,0.7760890824766435,0.47019767207334806,0.0,0.0,0.0
86,17,3ed5d97397dd4525fcf2e8d6208f115d,510700.81467998633,4277.64564678248,04a35152bc7d9eb1dc15b149eef855ed,5347.0570584781,0.8,786a4cc05c6ddb989a823e63f0a44809,0.27087642517926214,0.37258946816143956,0.2809602294802145,0.4556530309008471,0.0,510700.81467998633,0.0
87,11,ca63ac3674f25b00d9e6e19d9a275876,1091195.9908904487,482181.363433707,eb504f4cd619c009497963bac6a9d38a,482181.363433707,1.0,,0.03908985383374017,0.3725894681614396,0.0,0.41167932199517976,0.0,0.0,482181.363433707
88,6,ca63ac3674f25b00d9e6e19d9a275876,1091195.9908904487,413096.775797109,43a341f3ad04d3a542a910a2e4e4e372,413096.775797109,1.0,,0.03908985383374017,0.35070204395591426,0.0,0.3897918977896544,0.0,0.0,413096.775797109
89,8,0f849d9fbaff07c9619cff16b05774dd,115339.07493671887,482181.363433707,eb504f4cd619c009497963bac6a9d38a,482181.363433707,1.0,,0.01206123643536519,0.3725894681614396,0.0,0.3846507045968048,0.0,0.0,0.0
90,7,ec6f03e8f121139fb262f7c82912237c,267772.0922586987,482181.363433707,eb504f4cd619c009497963bac6a9d38a,482181.363433707,1.0,,0.011988857803538496,0.3725894681614396,0.0,0.3845783259649781,0.0,0.0,0.0
91,9,d82156c2de5c3a07fc6d87490112ba2f,409233.76584722905,482181.363433707,eb504f4cd619c009497963bac6a9d38a,482181.363433707,1.0,,0.010564658070702294,0.3725894681614396,0.0,0.3831541262321419,0.0,0.0,0.0
92,10,82855049a6b3730f9c8f52017f945867,431631.170682121,482181.363433707,eb504f4cd619c009497963bac6a9d38a,482181.363433707,1.0,,0.002899269923449463,0.3725894681614396,0.0,0.3754887380848891,0.0,0.0,0.0
93,3,0f849d9fbaff07c9619cff16b05774dd,115339.07493671887,413096.775797109,43a341f3ad04d3a542a910a2e4e4e372,413096.775797109,1.0,,0.01206123643536519,0.35070204395591426,0.0,0.3627632803912794,0.0,0.0,0.0
94,2,ec6f03e8f121139fb262f7c82912237c,267772.0922586987,413096.775797109,43a341f3ad04d3a542a910a2e4e4e372,413096.775797109,1.0,,0.011988857803538496,0.35070204395591426,0.0,0.36269090175945273,0.0,0.0,0.0
95,4,d82156c2de5c3a07fc6d87490112ba2f,409233.76584722905,413096.775797109,43a341f3ad04d3a542a910a2e4e4e372,413096.775797109,1.0,,0.010564658070702294,0.35070204395591426,0.0,0.36126670202661654,0.0,0.0,0.0
96,5,82855049a6b3730f9c8f52017f945867,431631.170682121,413096.775797109,43a341f3ad04d3a542a910a2e4e4e372,413096.775797109,1.0,,0.002899269923449463,0.35070204395591426,0.0,0.3536013138793637,0.0,0.0,0.0
97,132,bde7404438fdfc7938698920aa9fc156,46856044.64041156,1.0356969257459,129f413137224cbff5a33eedf24f99f8,1.0356969257459,1.0,,7.815233776045814e-06,0.3419878201709411,0.0,0.3419956354047171,0.0,38977066.800449595,1.0356969257459
98,131,bde7404438fdfc7938698920aa9fc156,46856044.64041156,56.5386523777434,7789a8dc6f2f7d3ca653b27dcda977ca,56.5386523777434,1.0,,7.815233776045814e-06,0.2946875275937113,0.0,0.2946953428274873,0.0,38977066.800449595,56.5386523777434
