,codes,activities,units,Totals,Small,Medium,Large,Mysore City
670,f23b57e0a408c904d11f7f52b789e1ed,market for nylon 6,kilogram,181739.75855073403,10346.218728477335,0.0,171393.53982225672,38003.34949352582
671,be26bf31dc7d0ef6769b50d3a07c0850,"heat production, natural gas, at boiler modulating >100kW",megajoule,7059851.228035559,7059851.228035559,0.0,0.0,7059851.228035559
672,46e4e1c963fd7cb8c8dd4e0addf79529,market for ammonium chloride,kilogram,86909.19427248772,86909.19427248772,0.0,0.0,70679.10576315098
673,427395335def07e47f30b1e9ec48c3c0,market for acrylonitrile,kilogram,8762.127900516149,8762.127900516149,0.0,0.0,7902.009594956237
674,6bc2a70f65dd14e3b13e82201c01829b,"market for coconut oil, crude",kilogram,9441.073935720586,9441.073935720586,0.0,0.0,3406.125114625862
675,c32d6014d7019588edf910c67b3d7ae8,"market for electricity, medium voltage",kilowatt hour,60.493825340772965,0.0,60.493825340772965,0.0,0.0
676,4cf931db6daf3f62d3ca26693bb9ca3d,market for paraffin,kilogram,591.3018903620725,591.3018903620725,0.0,0.0,591.3018903620725
677,b2f9b6407ef6a2d57fa3c4701bf39fa4,market for latex,kilogram,252.67654549898344,252.67654549898344,0.0,0.0,252.67654549898344
678,6d010f22e16fbe2686a24e33bcdfbf16,"market for sulfur dioxide, liquid",kilogram,5714.512748102756,592.654854970098,0.0,5121.857893132657,592.654854970098
679,f6833301ad1e428be3af6d2554fbe611,market for cotton fibre,kilogram,40626853.50990353,13678271.750415329,1226998.7059613604,25721583.053526834,37766670.91508345
680,38d7e54a03b923b3844a190612921887,"market for sawnwood, beam, softwood, dried (u=10%), planed",cubic meter,1242.089655875092,1242.089655875092,0.0,0.0,1134.7167603118924
681,8e27dd75756852a2a48eeae214a2e3eb,"market for hydrogen peroxide, without water, in 50% solution state",kilogram,10847400.088838594,2152683.2193446476,4711030.145707072,3983686.7237868775,7751595.955809929
682,69783b9defaf17be0dc1ec397bea2032,"market for concrete, normal",cubic meter,1730.351778789816,0.0,1004.3094978819713,726.0422809078447,1485.3982427210426
683,0f7ff8f5087eb874cbb0e1f560f1242e,market for lead smelter slag,kilogram,-12546.437141941453,-12546.437141941453,0.0,0.0,-12546.437141941453
684,344113f48b5330ff0263131a98526ea0,market for electronic component factory,unit,0.11488796452766707,0.020625459625734234,0.05282400217380278,0.04143850272813006,0.08164208757431245
685,a49c9f237fe3e6f5c06c2a6b4f92af6e,"market for iron scrap, sorted, pressed",kilogram,417432.65541379363,125546.42437289978,291886.2310408939,0.0,386276.60410028865
686,1b93811eb495190db70b2517b44b11b1,market for pitch,kilogram,793434.8781263062,792065.2638466296,0.0,1369.6142796765726,725058.2236838314
687,04a35152bc7d9eb1dc15b149eef855ed,market for basic oxygen furnace waste,kilogram,-5347.057058478101,-3952.070037301408,-1394.9870211766922,0.0,-5347.057058478101
688,fe46fc6c59e5af6190150d896ebcf815,market for solid unbleached board,kilogram,162169.06005474614,162169.06005474614,0.0,0.0,0.0
689,7bb05332bb1f04244aa1ca80c6fc307a,market for 1-pentanol,kilogram,14156.113395001456,14156.113395001456,0.0,0.0,12766.504340572408
690,0e2f3633d5f238497c3c47f096c0fcee,market for polyol,kilogram,19672943.99207364,2041698.2562126971,17631245.735860944,0.0,1160135.96941965
691,17f3a08f60e5bda6a459353007843a26,market for p-dichlorobenzene,kilogram,68496.99426802498,68496.99426802498,0.0,0.0,61773.11174603053
692,bdff1866c3e10ed0c7d6165d3ec3cf52,"market for printing ink, offset, without solvent, in 47.5% solution state",kilogram,761182.3705486229,125536.75287049511,53308.88146704288,582336.736211085,727444.3118729474
693,8eb571534bc1b42768adeeaf2c5531b9,"market for petrol, unleaded",kilogram,174255.30791140042,174255.30791140042,0.0,0.0,61190.61292606405
694,4beedb8a26bed6c2ccf7ec2084b3535c,"market for printed wiring board, for through-hole mounting, Pb free surface",square meter,281.905513974132,281.905513974132,0.0,0.0,0.0
695,e44080f6c21efc8d2b5d3f432512c76d,market for zinc concentrate,kilogram,221406080.4252187,219091293.6262617,630266.9920220587,1684519.8069349164,170718570.47964317
696,915d0ca8f01d0edb98ef75f4012001fc,market for glass wool mat,kilogram,214.2257668360945,214.2257668360945,0.0,0.0,214.2257668360945
697,15b464939b82d938c6cf6566ca4a044a,market for scrap steel,kilogram,-1030.3799172183426,-1030.3799172183426,0.0,0.0,-974.0825792811459
698,95ce71c73dc341e336dcced5644a09a1,"market for protein feed, 100% crude",kilogram,190078.73699585866,190078.73699585866,0.0,0.0,180517.43231799858
699,bf70714ddde4563bbe468de543150c12,market for solid bleached board,kilogram,2951796.971053831,778140.6560923051,0.0,2173656.3149615256,533165.983942679
700,1c5dbfd9949e095d89a08d347bb0562b,market for cumene,kilogram,137194.044276603,137194.044276603,0.0,0.0,130689.15792836175
701,e2e915d0ffc0d8d7b97f4981222de8af,market for light emitting diode,kilogram,1895.730569827801,188.5902922261572,0.0,1707.1402776016434,1356.0134187439837
702,ec1216b8c34d1f9ff4e72afbfa17d702,market for 1-propanol,kilogram,16414.897877803873,16414.897877803873,0.0,0.0,14803.559364043535
703,5b95b2a7d73335cc3fff05c0c8a22133,market for malusil,kilogram,20483.244869593967,7611.0431627507605,4049.9261419257887,8822.275564917421,5895.276405576072
704,d2a2233650e8df9e2a1382efe3d4954d,"market for lime, hydrated, loose weight",kilogram,235.51770030648134,207.62369457961617,27.89400572686519,0.0,235.51770030648134
705,b7aa3e54075175119a27ad35ad59ac0d,market for cyanuric chloride,kilogram,1671070.291413214,116369.52674574792,7384.112701312582,1547316.6519661532,1588235.3794199207
706,5352c21db406b2d4162d6b964a967167,"market for hot rolling, steel",kilogram,2625599.8106817086,592225.5631169426,0.0,2033374.2475647656,455149.53205864946
707,45e4eabdd077c02a89e0f61a3c1ffc39,"market group for electricity, low voltage",kilowatt hour,63786.46795794171,63786.46795794171,0.0,0.0,50908.15624910446
708,0b13cadf836bc2aa5d48c6ec872066e5,"market for electricity, high voltage",kilowatt hour,12.302367181385788,12.302367181385788,0.0,0.0,12.302367181385788
709,3ed5d97397dd4525fcf2e8d6208f115d,market for cement mortar,kilogram,510700.81467998633,510700.81467998633,0.0,0.0,509951.4350066221
710,e33793009ac92c9b2786c8d27af1d061,"market for waste wood, untreated",kilogram,-27999.767730794345,-3272.289473077948,0.0,-24727.47825771639,-3244.0286981105983
711,8a898f034b8106adc3f42ea42aa8dd35,"market for electricity, medium voltage",kilowatt hour,293567.62604583125,53557.34347320251,0.0,240010.2825726287,44215.40198982393
712,368e596c4a45cb014df88d1fa02d5d4f,"market for hydrogen, liquid",kilogram,26179.129412520902,26179.129412520902,0.0,0.0,23340.0959858875
713,87473fdc44d396ec0fd7b7ce016bbe88,market for precious metal refinery,unit,0.04893971740046048,0.04893971740046048,0.0,0.0,0.036704471985945314
714,5d7b81539ec02c29e79cc3c05e7cf896,"market for polyvinylchloride, emulsion polymerised",kilogram,2112824.5467397673,10061.376711976136,0.0,2102763.170027791,2109766.100798735
715,50d59f53fa95c763cb6dbb4643ab2fdc,"market for concrete, sole plate and foundation",cubic meter,65.43194218792121,65.43194218792121,0.0,0.0,25.387913921139564
716,0f5d8d496d20c6872247965f4435daad,market for oat grain,kilogram,9321466.586017817,9321466.586017817,0.0,0.0,472227.57279644907
717,58cbdb64c00bdf26245e0ce64a7fb678,"market for waste bulk iron, excluding reinforcement",kilogram,-21497.719790866817,-21497.719790866817,0.0,0.0,-8341.220530850405
718,b9c2b629a5acbdc5565421ab6ea09dec,market for tetrafluoroethylene,kilogram,368708.05776380113,126823.35420129704,11394.98033565217,230489.72322685184,342540.9693127458
719,bde7404438fdfc7938698920aa9fc156,"market for water, decarbonised, at user",kilogram,46856044.640411556,46837054.15717259,0.0,18990.48323896441,35030295.1860285
720,70a79e8d3f7070193d50cedd749fd91a,market for ethylene glycol,kilogram,109763.24094958823,89686.695064891,446.4988538388251,19630.04703085841,102966.00845643827
721,6e87fc827569f13e32dbd98287c3846f,"market for ethylene, average",kilogram,46106299.499187455,12027624.06814336,33512700.231691327,565975.19935277,9267846.376212627
722,aced0c44d95d8e07bae9d80a2d340e50,"market for kraft paper, bleached",kilogram,9362388.189425599,7304974.55483744,0.0,2057413.634588159,5003853.517551034
723,d99c74cf656b4b2572648bb8835690b8,market for electric arc furnace converter,unit,2.2440272235937178e-05,0.0,2.2440272235937178e-05,0.0,2.2440272235937178e-05
724,c4009d80074547e18f044bd8ba5eb82b,"market for electricity, medium voltage",kilowatt hour,1227.590824606794,0.0,1227.590824606794,0.0,0.0
725,bfe8536e01864be2d02956453c1b1a93,market for scrap aluminium,kilogram,-18719.764006671005,-1849.7275384170564,0.0,-16870.03646825395,-18719.764006671005
726,2c823e2f6eb701a646f0602ae4b452dd,"electricity production, natural gas, conventional power plant",kilowatt hour,17191223.907884434,17191223.907884434,0.0,0.0,17191223.907884434
727,70d67baf03cc51ddcee674809b712871,"market for sheet rolling, copper",kilogram,10435849.181385146,1873514.548618077,4798268.237457376,3764066.395309694,7415959.7145970445
728,ae16aed8bcf9315c597650754baf0329,"market group for electricity, medium voltage",kilowatt hour,1963487821.7979069,337358390.9872389,862351835.4873304,763777595.3233382,1420567514.3432949
729,d153f3c5551a2dc9f241afba5c10baab,"market for electricity, medium voltage",kilowatt hour,723745.2407487833,132037.28547311548,0.0,591707.955275668,109006.18432951275
730,2524ca1417264d941a21457a52c33c86,market for sodium tetrahydridoborate,kilogram,6260.554646636804,6260.554646636804,0.0,0.0,5645.998717338709
731,8a8bb1b7ab068eb39994c2afcb45c260,market for soybean meal,kilogram,7912.367830455851,7912.367830455851,0.0,0.0,7912.367830455851
732,bcbc0adf86727bfc432d24a7f8be7835,"market for ferrochromium, high-carbon, 68% Cr",kilogram,148504.11158937326,0.0,148504.11158937326,0.0,148504.11158937326
733,4cf3036c32dc31e7ca75aeda9f8ac9e9,market for ultraviolet lamp,unit,0.002269395892551553,0.002269395892551553,0.0,0.0,0.002269395892551553
734,a7fdd55297bb4fd445c2c75b15c0afbc,market for spray-drying of milk,kilogram,1425362.6973850506,10670.52986281104,0.0,1414692.1675222395,1425362.6973850506
735,2c9349230c512a314cb8418f7b734fd4,"market for transport, freight train",ton kilometer,1384.5973369616383,1384.5973369616383,0.0,0.0,1384.5973369616383
736,8bae8bac48e6f42f88bf74c08199b681,"market for phosphate fertiliser, as P2O5",kilogram,5872.689139080687,781.9274311930963,0.0,5090.761707887591,781.903714497449
737,b2e73f7c5b8cfaf4806a71a10122f783,market for irrigation,cubic meter,375.6449411103789,42.51078947625098,0.0,333.13415163412793,42.509237480353825
738,37c7d6e32d82776d5a423973f81ded3c,"market for electricity, medium voltage",kilowatt hour,237009.46224479144,43239.09058644505,0.0,193770.3716583465,35696.949250492005
739,cfd69721fae405474020ef8f39a4135a,"market for electricity, medium voltage, aluminium industry",kilowatt hour,12747295.057152154,12747295.057152154,0.0,0.0,9796816.857651707
740,13329ecbb6f6c00a9f12182d9d45fc43,"market for funnel glass, for cathode ray tube display",kilogram,69483.7584793003,69483.7584793003,0.0,0.0,69483.7584793003
741,27ee681b484fbbd33f109265251fb8d7,"heat production, natural gas, at boiler condensing modulating >100kW",megajoule,46467.12747575986,46467.12747575986,0.0,0.0,46467.12747575986
742,8d5f903161a6ee3ac053f8c7dbe4eac3,market for propylene,kilogram,36812.21073069893,36812.21073069893,0.0,0.0,33198.607200015715
743,d4d6b364e3cfffd879b4d1da6f6b0c06,"market for particle board, for outdoor use",cubic meter,43061.95959970734,1.693746471455725,0.0,43060.265853235884,0.8941743812009268
744,291ecbecaf405eb3caa123876dfdcdc6,market for toluene diisocyanate,kilogram,11495635.947175562,1193040.5473050098,10302595.399870552,0.0,677910.7773114822
745,a6efa42599de1ffb9e611a96e9150e7a,"market for electricity, medium voltage",kilowatt hour,2488.4859725924325,0.0,2488.4859725924325,0.0,0.0
746,764357b825fd61c4c053cc205d7ca19e,"market for electricity, medium voltage",kilowatt hour,31.8991747325897,0.0,31.8991747325897,0.0,0.0
747,79e9b7bd109ae0171c019c38957d0214,market for wheat grain,kilogram,18815652.474299654,18391691.09917469,0.0,423961.3751249619,7870120.744351084
748,07fff365eb1080763396b29f7bc83dd2,market for dichloromethane,kilogram,63902.68367687694,63902.68367687694,0.0,0.0,57629.793275260155
749,09bb2cc9ff96eb23d4f6523035e410fe,"market for waste wood, untreated",kilogram,-90142.48659758276,-18198.742672612312,0.0,-71943.74392497048,-14300.631923911254
750,d9c863ab6972340d3b28745e17b1a791,market for shed,square meter,11.664321998131035,11.664321998131035,0.0,0.0,11.662889052791849
751,0af852e1702f10190706800742bdf808,"market for extrusion, plastic film",kilogram,1141679.6628772696,225173.46380478842,0.0,916506.199072481,1108680.589379256
752,a0386040e75f42a0e7c22918cb5f7b35,"market for flat glass, uncoated",kilogram,6163.264258544576,0.0,0.0,6163.264258544576,0.0
753,6d3bfa777b6ac82fa9981ad1c01c8c9e,market for waste emulsion paint,kilogram,-29.107607943550438,-5.2255934284293435,-13.383302172735688,-10.498712342385407,-20.684550262301986
754,2114d0ab71505029c98b63d8b5679e43,"market group for electricity, low voltage",kilowatt hour,9025398.207211455,950306.4176590025,384617.8092477844,7690473.980304667,8963115.550464181
755,3abc84e4088a4c796bc24f74cd5733bd,market for bilge oil,kilogram,-3159.8318100517117,-882.83312552381,-0.2824097105018093,-2276.716274817399,-535.0283245820888
756,83a92e254e615aaecd563fa768470936,market for sodium sulfide,kilogram,32938.518616235364,32938.518616235364,0.0,0.0,25314.596782990073
757,f3414815c3462907bcb904a2fe743e01,"market for electricity, low voltage",kilowatt hour,2656245.7259730934,671477.2459958792,95303.93153402768,1889464.548443185,2604582.6820158656
758,2c2097097682e0e585aec2cd13558f79,market for fluting medium,kilogram,6239921.789392323,2854033.2053016834,3385888.5840906412,0.0,2176855.488483555
759,3eb08a329bbd273fc85876abc6d197a3,"market for process-specific burdens, hazardous waste incineration plant",kilogram,85904230.69392012,854556.5645962069,0.0,85049674.12932391,85904230.69392012
760,02e332d3db91702195b8f076b367bee8,"market for electricity, medium voltage",kilowatt hour,33005.5475462622,6021.4045747003165,0.0,26984.142971561872,4971.098388159456
761,f1c697df64f478ccd71406e378ea8b61,market for irrigation,cubic meter,4287987.002774977,485260.661871405,0.0,3802726.3409035723,485242.9458382391
762,f0e7016823ae085c32eda81fe02088f5,"market for transport, freight train",ton kilometer,985.6961155608001,985.6961155608001,0.0,0.0,985.6961155608001
763,97ae7950ed34c2401049776a3557b49e,"market for electricity, medium voltage",kilowatt hour,266631.5851024455,48643.23623309442,0.0,217988.34886935112,40158.4564254645
764,3c1ca06553d4fb51aa28a13dcd5ada1e,"market for ferronickel, 25% Ni",kilogram,179522.17788749744,0.0,179522.17788749744,0.0,179522.17788749744
765,8a4732fbf32fd964541bd4341569bba3,"market for packaging, for fertilisers or pesticides",kilogram,99430.03548667389,11246.928289886606,0.0,88183.10719678728,11246.517464938468
766,6cb453db7efc2604f29b5d24657e1c35,"market for transformer, high voltage use",kilogram,2932.574138657078,2932.574138657078,0.0,0.0,0.0
767,ecc112c8ea11590d8f73849d08094b7b,market for concrete mixing factory,unit,3.3098845808802764e-05,3.3098845808802764e-05,0.0,0.0,3.3098845808802764e-05
768,dcd297bc5165257f6c313680727a2444,market for nitrous dioxide,kilogram,926.243974929843,926.243974929843,0.0,0.0,926.243974929843
769,727d8684a6083e413f9aa802a9bfc879,market for dipropylene glycol monomethyl ether,kilogram,2876162.747967881,516348.0690004437,1322422.4824200657,1037392.196547372,2043868.841379125
770,6dbb110a25a2ee8adf917b7778008e3d,market for urea formaldehyde resin,kilogram,156950.714550093,53986.04960640689,4850.606194652759,98114.05874903333,145811.95848563086
771,cfe50e778d57079f76cde1e777c08ec8,market for metal working factory,unit,0.023191623379050723,0.004958091637492699,0.0012448363989043232,0.0169886953426537,0.018519375222207913
772,f6dadc71eee93132b732eb382908007b,"market for electricity, medium voltage",kilowatt hour,139.82199811931034,0.0,139.82199811931034,0.0,0.0
773,1d62776952015f943a89f436775067b4,"market for solvent, organic",kilogram,366271.97900594724,366271.97900594724,0.0,0.0,327600.4261335104
774,6d56595b3370a29f1841117d63bd0691,"market for electricity, medium voltage",kilowatt hour,108.14400984091111,0.0,108.14400984091111,0.0,0.0
775,38e06a3be63f5453c1b0ddfe4e2fd572,"paper production, woodfree, coated, at integrated mill",kilogram,6370.69987014035,6370.69987014035,0.0,0.0,6370.69987014035
776,f31b0e2ce9edb685b11b1f5c41cb226b,market for styrene,kilogram,6.4871506806119985,2.96711145991224,3.520039220699758,0.0,2.2631036157722884
777,64ebe03336aded5c4c405a06a94072e5,market for manganese dioxide,kilogram,237715.8008332874,237715.8008332874,0.0,0.0,182694.30137863389
778,caf64849c02f8599de1286dd71d0ffc4,market for hard coal,kilogram,129552.3414642138,129317.38700463893,147.8209504488618,87.13350912600028,119827.85020455826
779,46ab05aebcb6919c905a4d6b5f316ff5,market for used cable,kilogram,-3619.0320139240794,-3619.0320139240794,0.0,0.0,-3619.0320139240794
780,66ad6ccef5a554e334717aed23f220d7,market for chlorine dioxide,kilogram,1.439445394704128,1.439445394704128,0.0,0.0,1.439445394704128
781,17055751ed30561f3ba44782ce7449ec,"market for DTPA, diethylenetriaminepentaacetic acid",kilogram,1448.6274276888398,0.0,1448.6274276888398,0.0,0.0
782,5146116509f19660237ee3af80f4a3ea,"market for heat and power co-generation unit construction, 6400kW thermal, components for electricity only",unit,0.023286014725338304,0.0,0.0,0.023286014725338304,0.0
783,6da723efdb95958b0e1d05aa5cbd54aa,market group for tap water,kilogram,3466165171.285504,720192954.5665405,121606059.46314226,2624366157.2558217,3233094466.591928
784,cb8e707f5dd3c61a54934fb6edad7490,market for decommissioned chemical production facilities,kilogram,-0.5222015761378611,-0.5222015761378611,0.0,0.0,-0.48916975030373366
785,f91efb8758ca203688a82efaada469d5,"market for potassium chloride, as K2O",kilogram,242261.28836217077,237221.43427136456,0.0,5039.854090806206,127106.92620591301
786,f40fd66afd44f3e4fe4051e5d7310e3b,"market for waste paper, sorted",kilogram,5187834.988569644,5187834.988569644,0.0,0.0,192.57700910152687
787,1b356f5cbcec2645831d4e703c77006b,market for hydrogen fluoride,kilogram,72334.07554518482,72334.07554518482,0.0,0.0,65233.532937435164
788,d32e1ee9ffc93e2d73d8a892660ecfc8,market for hard coal ash,kilogram,-54174.280663137266,-54174.280663137266,0.0,0.0,-50163.64140283109
789,a1e7e47b17337c676ecd01ef0d62a069,market for inert waste,kilogram,-1638.679202116272,-1638.679202116272,0.0,0.0,-1638.679202116272
790,bdaf73b4423cec50f907e07cd2ed56e9,"market for glass fibre reinforced plastic, polyester resin, hand lay-up",kilogram,10855189.328396622,1948796.5527374991,4991075.845391756,3915316.9302673684,7713952.64445891
791,4ed4847cb8e815a69cea62db59a0740f,"market group for electricity, high voltage",kilowatt hour,2664063.980383856,2664063.980383856,0.0,0.0,2047441.9706982188
792,1352ab56a2f7ba69bade2fef3791abcd,"market for electricity, medium voltage",kilowatt hour,24.054536403464716,0.0,24.054536403464716,0.0,0.0
793,7e200ede2a8a396de063ac33d8e56518,"market for dust, alloyed electric arc furnace steel",kilogram,-2861.1347100819908,0.0,-2861.1347100819908,0.0,-2861.1347100819908
794,e11be22b4afc5a2688a6fbc4d5f9b4a7,"market for oxygen, liquid",kilogram,283696.2795741407,255236.40431091335,28459.875263227324,0.0,261875.99414608182
795,3dc2f06a598fb970688cc8daec62a6d2,"market for heat, from steam, in chemical industry",megajoule,6771137.320262103,6263390.910354725,507746.40990737826,0.0,6356595.473015938
796,cbdfd6f24f781c40bce7761a74c2997e,market for irrigation,cubic meter,137.69368967790297,137.69368967790297,0.0,0.0,137.69368967790297
797,04c0b1b7d1ad8bffaec0824dad10684f,"market for cement, Portland",kilogram,3107193.0364465243,3107193.0364465243,0.0,0.0,2389046.946798698
798,4956343d45f1e4da6d6c635bd17a7f3f,market for waste x-ray film,kilogram,-3428.3717629319617,-3428.3717629319617,0.0,0.0,-3428.3717629319617
799,f55413e999f43636c030594232a1ced1,"vinasse, from fermentation of sugar beet molasses, Recycled Content cut-off",kilogram,-6753443.476965842,-6753443.476965842,0.0,0.0,-6753443.476965842
800,1dd34b133191c752093d24011102b0d5,market for waste polyurethane,kilogram,-592558.5539781217,-61496.93542809328,-531061.6185500284,0.0,-34943.854500591864
801,a890f0e95d274ba1dc3d4beedc4be0cd,market for ethanol fermentation plant,unit,0.0033439177387476564,0.0013146506877461388,0.0,0.0020292670510015176,0.0013146506877461388
802,eb504f4cd619c009497963bac6a9d38a,market for average incineration residue,kilogram,-482181.3634337073,-482181.3634337073,0.0,0.0,-416602.49684684485
803,b487c59283ee4acb418f463687d2d5c0,market for nitrobenzene,kilogram,49841.308837302735,49841.308837302735,0.0,0.0,44948.72765259944
804,fdf6cea974ff4fa790cca059353d203f,"market for phosphoric acid, industrial grade, without water, in 85% solution state",kilogram,59894.28104395287,22480.70250529267,37413.57853866019,0.0,17879.15455888159
805,431a88ae9238794d23c6938e38a754f7,"market group for electricity, low voltage",kilowatt hour,605138.6833513052,601768.3468680378,3370.3364832673974,0.0,483643.3161428821
806,b49c36b2e8716b7fbf72444319382164,"market group for electricity, high voltage",kilowatt hour,7623389.759710752,7405115.951881827,218273.80782892564,0.0,5792755.777003045
807,7735b1293a8375a41a44431bd9db3f73,market for spent solvent mixture,kilogram,-62824.52160134918,-45497.608884893016,-825.2834003265617,-16501.629316129605,-62690.88025270157
808,541480dd97167c47d7ee14e6e219b764,market for formic acid,kilogram,7515.9253972261795,7515.9253972261795,0.0,0.0,6778.138287659327
809,bc7c57b0c9050ff3c4791e41ffef5343,"market for butene, mixed",kilogram,67685.43459966997,67685.43459966997,0.0,0.0,61041.21735245027
810,d978bd0bd40a10f4a6fb2b5897774cb7,"market for sheet rolling, chromium steel",kilogram,0.34047812127423993,0.34047812127423993,0.0,0.0,0.06985103519784598
811,53cc368706a5c6717b5f0921a2f1d91f,market for kaolin,kilogram,627783.3526948001,542704.5655514563,26168.753532443556,58910.033610900195,92321.8582627211
812,5d0d1fca5d5cbdce5750799627778af7,"market for chlorine, gaseous",kilogram,7.914841147977156,0.0,0.0,7.914841147977156,0.0
813,ef0b4449ba624237510a2f4fbecdb846,market for fatty acid,kilogram,1394802.6565993628,306748.16577765375,31592.0357796929,1056462.4550420165,1303701.2897731557
814,e83d9544507e67263a0d1247366dc0be,"market for electricity, medium voltage",kilowatt hour,753.9938920524297,0.0,753.9938920524297,0.0,0.0
815,ad0000edc1151deaa19ff1d1ff20d2e4,market for stucco,kilogram,176117.90215667087,176117.90215667087,0.0,0.0,15034.45506215483
816,1911e9cb58f58bce5098432db01451c7,"market for phosphorus, white, liquid",kilogram,35001.52165780395,34954.79174078173,46.72991702222064,0.0,31523.51835780479
817,1686defd0730d35601f5c0148d57cc7f,"market for electricity, high voltage",kilowatt hour,4.106259485378017,4.106259485378017,0.0,0.0,4.106259485378017
818,14c6a4d9a3376a3435841daacdf65449,"market for waste wood, untreated",kilogram,-949522.6457260735,-110857.70272055441,0.0,-838664.943005519,-109952.52722847818
819,2bc09d05fe594fd5bd43952c30b1c6e3,"market for heat, district or industrial, other than natural gas",megajoule,574843.1460253254,378725.8162685898,61332.86854295586,134784.46121377978,296198.2975563815
820,85a2d95ec81e82de58fb8246967b8ec2,market for scrap copper,kilogram,-937.3074874746223,-937.3074874746223,0.0,0.0,-720.3590842546967
821,c732ddbf748026f347233f4691dddef9,"market for electricity, medium voltage, aluminium industry",kilowatt hour,36584324.78940114,36584324.78940114,0.0,0.0,28116547.72370836
822,d29f774396ae7b4f8f608bc3e6dc0941,"market for refractory, basic, packed",kilogram,7573.591879628798,0.0,7573.591879628798,0.0,7573.591879628798
823,a222dbf85924fc0aac1471bfb757efd0,market for ethyl acetate,kilogram,33199.581730017206,33199.581730017206,0.0,0.0,29940.60533671004
824,3ce30880d9b80555ef296e575e7ba700,market for tap water,kilogram,271905383.12313825,51545233.23530256,3870180.5754023697,216489969.3124327,155735299.84794563
825,f3712c2ad8f0ce0600840dcc402c0fb4,"market for sodium sulfate, anhydrite",kilogram,1148557.9145677614,160577.2102393193,12856.580679844968,975124.1236485972,1085336.9824744794
826,115c363512a9144d6003b36b1d585708,market for butadiene,kilogram,9129.91190773641,9126.391868515711,3.520039220699758,0.0,8230.103508098957
827,8a128c621f9c7baa4b1829d5eb5b2b64,"market for sheet rolling, steel",kilogram,12682284.322223894,152735.69733400646,1.040626880104929e-05,12529548.62487948,12502778.603144882
828,69b526b78c08e05d45829d22dfe54c46,market for pig iron,kilogram,343032.59877583716,119785.47118855586,0.0,223247.1275872813,119785.47118855586
829,0f4bf6380cdf59b1177e5fbd7f058aa5,market for waste bitumen sheet,kilogram,-8418.144608972318,-8418.144608972318,0.0,0.0,-3266.281323187546
830,bf7545571e83c8827ce3108e4ffa11d6,"market for hydrogen, liquid",kilogram,421513.8369489786,421513.8369489786,0.0,0.0,323950.5985419442
831,53911325a4eda651c0a21f6fe3a4a3de,"market for polypropylene, granulate",kilogram,13253711.326567804,914411.3355570293,2072291.4711510618,10267008.519859716,11753913.14933722
832,3717e699a0ecba1cd853037b8ba6c0c1,"market for natural gas, high pressure",cubic meter,52342.077086248326,24245.53710348905,19845.130832911804,8251.409149847474,14331.959363737698
833,ec43c137e485e3041537ed576f30b460,"market for electricity, medium voltage",kilowatt hour,32.45227240444274,0.0,32.45227240444274,0.0,0.0
834,d667de99da77e65830bb3d26d8b77d27,"market for alkylbenzene sulfonate, linear, petrochemical",kilogram,53450.89820999295,1640.0400561788967,51810.85815381405,0.0,53450.89820999295
835,692125a71591ae93f72628a415fc1116,"market for manure, liquid, swine",kilogram,40769.482629365215,4611.598953011568,0.0,36157.88367635365,4611.430501692961
836,da754180036e606dd62c1bdb085bcf1f,market for anthraquinone,kilogram,56282.201828180536,40509.985393669165,3781.508586907627,11990.70784760374,50637.95659928151
837,8c1055c34bfc73ed7be29f01ee9c446c,"market for textile, woven cotton",kilogram,20790.111930732055,2189.042116262249,885.971690249107,17715.0981242207,20646.643091419835
838,4b3c32a06381134df856e35acf3e3a31,market for platinum,kilogram,53.43533290828387,0.0,0.0,53.43533290828387,53.164811762471146
839,e9e8cc60b276e1c60226e85dfb3ac715,"market for nickel, 99.5%",kilogram,63175.972532678854,16693.475976934184,2046.2433722065985,44436.25318353807,58124.23493624003
840,482ebefbc1623c7738fcddf362771b6d,"market for sludge, pig iron production",kilogram,-155377.17317170574,-27894.3545147584,-71440.41734158297,-56042.401315364375,-110414.67077327025
841,6ca69ad08a4b9d24b23277c4f2b81bd9,market for zinc oxide,kilogram,9331.50563106016,264.60545414269336,9066.900176917465,0.0,9331.50563106016
